,condition,label,sentence
4040,dishes,positive,These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.
4041,food,positive,These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.
4042,seat,negative,"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there."
4043,bar,neutral,"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there."
4044,ambience,negative,"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there."
4045,food,positive,No gimmicks here -- the food speaks for itself in its freshness and preparation.
4046,food,positive,No gimmicks here -- the food speaks for itself in its freshness and preparation.
4047,wait,positive,"We were worried we would have trouble getting in, but somehow managed to have a short wait."
4048,anecdotes/miscellaneous,positive,"We were worried we would have trouble getting in, but somehow managed to have a short wait."
4049,service,positive,"We were worried we would have trouble getting in, but somehow managed to have a short wait."
4050,fried shrimp,positive,My wife had the fried shrimp which are huge and loved it.
4051,food,positive,My wife had the fried shrimp which are huge and loved it.
4052,food,positive,"Everything I had was good, and I'm a eater."
4053,food,negative,One should not go to Lucky Strike for the food.
4054,food,negative,One should not go to Lucky Strike for the food.
4055,service,negative,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.
4056,table,negative,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.
4057,service,negative,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.
4058,appetizer,neutral,We could only get through an appetizer and cheese fondue.
4059,cheese fondue,neutral,We could only get through an appetizer and cheese fondue.
4060,food,neutral,We could only get through an appetizer and cheese fondue.
4061,anecdotes/miscellaneous,neutral,We could only get through an appetizer and cheese fondue.
4062,ambience,positive,"To me it exemplifies Soho, cute, artsy, interesting."
4063,food,positive,"Try everything for that matter, it is all good."
4064,table,negative,Both times we waited well over a half hour for a table (even though we had reservations).
4065,reservations,negative,Both times we waited well over a half hour for a table (even though we had reservations).
4066,service,negative,Both times we waited well over a half hour for a table (even though we had reservations).
4067,anecdotes/miscellaneous,positive,happy to be a regular at this place and would warmly recommend it to anyone.
4068,anecdotes/miscellaneous,positive,I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.
4069,anecdotes/miscellaneous,positive,I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.
4070,manager,positive,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience."
4071,reservation,neutral,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience."
4072,bar,neutral,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience."
4073,wait,positive,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience."
4074,service,positive,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience."
4075,green curry,positive,Try the green curry!!!
4076,food,positive,Try the green curry!!!
4077,scallops,positive,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.
4078,appetizer,positive,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.
4079,sauce,positive,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.
4080,food,positive,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.
4081,service,positive,We were also seated promptly at the time of our reservation and the service was very quick and professional.
4082,reservation,positive,We were also seated promptly at the time of our reservation and the service was very quick and professional.
4083,service,positive,We were also seated promptly at the time of our reservation and the service was very quick and professional.
4084,seat,positive,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it."
4085,"currys (masaman, green, red)",positive,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it."
4086,flavor,positive,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it."
4087,food,positive,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it."
4088,service,positive,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it."
4089,food,positive,The food there are sastifying.
4090,food,positive,The food there are sastifying.
4091,anecdotes/miscellaneous,positive,I highly recommend to anyone to give this place a try.
4092,dinner,positive,I highly recommend visiting this restaurant and having dinner and drinks!
4093,drinks,positive,I highly recommend visiting this restaurant and having dinner and drinks!
4094,anecdotes/miscellaneous,positive,I highly recommend visiting this restaurant and having dinner and drinks!
4095,food,positive,I highly recommend visiting this restaurant and having dinner and drinks!
4096,bar,positive,The bar is very well stocked with interesting beers and well priced wines.
4097,beers,positive,The bar is very well stocked with interesting beers and well priced wines.
4098,wines,positive,The bar is very well stocked with interesting beers and well priced wines.
4099,priced,positive,The bar is very well stocked with interesting beers and well priced wines.
4100,food,positive,The bar is very well stocked with interesting beers and well priced wines.
4101,anecdotes/miscellaneous,neutral,I agree.
4102,reservations,negative,"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...)."
4103,anecdotes/miscellaneous,negative,"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...)."
4104,service,negative,"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...)."
4105,food,positive,The food was good.
4106,food,positive,The food was good.
4107,wine selection,positive,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value."
4108,Gigondas,positive,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value."
4109,house champagne,positive,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value."
4110,price,neutral,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value."
4111,food,positive,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value."
4112,music,negative,"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous."
4113,ambience,negative,"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous."
4114,anecdotes/miscellaneous,negative,It just wasn't Thai.
4115,fish,positive,I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.
4116,food,positive,I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.
4117,anecdotes/miscellaneous,positive,I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.
4118,yellowfun tuna,positive,I particularly love their yellowfun tuna and their mussel selection.
4119,mussel selection,positive,I particularly love their yellowfun tuna and their mussel selection.
4120,food,positive,I particularly love their yellowfun tuna and their mussel selection.
4121,bagel,positive,I love to visit Murrays for my bagel fix.
4122,anecdotes/miscellaneous,positive,I love to visit Murrays for my bagel fix.
4123,scenery,positive,"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire."
4124,dinner reservations,positive,"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire."
4125,ambience,positive,"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire."
4126,anecdotes/miscellaneous,positive,Recommended.
4127,place,positive,The place was nice and calm.
4128,ambience,positive,The place was nice and calm.
4129,Cheese plate,positive,Cheese plate is a varied delight and great bargain at $10.
4130,food,positive,Cheese plate is a varied delight and great bargain at $10.
4131,price,positive,Cheese plate is a varied delight and great bargain at $10.
4132,glasses of water,neutral,I could have drank 4 glasses of water and still been parched - so watch out.
4133,food,negative,I could have drank 4 glasses of water and still been parched - so watch out.
4134,service,positive,"When we sat, we got great and fast service."
4135,service,positive,"When we sat, we got great and fast service."
4136,servers,positive,"Most of the servers are very attentive, friendly and quite attractive."
4137,service,positive,"Most of the servers are very attentive, friendly and quite attractive."
4138,anecdotes/miscellaneous,neutral,I think locals rate this place so high.
4139,Service,neutral,Service is average.
4140,service,neutral,Service is average.
4141,Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual),positive,But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).
4142,specials,positive,But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).
4143,food,positive,But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).
4144,anecdotes/miscellaneous,positive,Go girls!!!
4145,sandwich,neutral,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter."
4146,plastic forks,neutral,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter."
4147,pita,neutral,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter."
4148,hummus platter,neutral,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter."
4149,service,negative,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter."
4150,steak,positive,"The steak is good, the fish is good and the sushi was surprisingly great."
4151,fish,positive,"The steak is good, the fish is good and the sushi was surprisingly great."
4152,sushi,positive,"The steak is good, the fish is good and the sushi was surprisingly great."
4153,food,positive,"The steak is good, the fish is good and the sushi was surprisingly great."
4154,anecdotes/miscellaneous,neutral,"For asian fusion, there are many places further downtown."
4155,anecdotes/miscellaneous,neutral,Old school meets New world.
4156,pizza,positive,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.
4157,anecdotes/miscellaneous,positive,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.
4158,service,negative,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint."
4159,staff,negative,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint."
4160,service,negative,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint."
4161,ambience,negative,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint."
4162,anecdotes/miscellaneous,positive,This is probably one of my new favorite places.
4163,anecdotes/miscellaneous,negative,"For being number 1, this place has alot of work to do in order to truly earn its so called reputation."
4164,anecdotes/miscellaneous,neutral,"For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants."
4165,ambience,neutral,"For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants."
4166,anecdotes/miscellaneous,neutral,The one on the east side is much better than the one on the west side.
4167,service,positive,They all know you.
4168,cocktails,positive,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi."
4169,decor,positive,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi."
4170,sushi,positive,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi."
4171,food,positive,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi."
4172,ambience,positive,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi."
4173,apple tarte tatin,positive,We ended the dinner with a surprisingly light and flaky apple tarte tatin.
4174,dinner,neutral,We ended the dinner with a surprisingly light and flaky apple tarte tatin.
4175,food,positive,We ended the dinner with a surprisingly light and flaky apple tarte tatin.
4176,buffet,positive,The buffet had a nice selection.
4177,selection,positive,The buffet had a nice selection.
4178,food,positive,The buffet had a nice selection.
4179,Waitstaff,positive,Waitstaff are very friendly.
4180,service,positive,Waitstaff are very friendly.
4181,anecdotes/miscellaneous,positive,This restaurant is such a great place.
4182,ambience,neutral,"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro."
4183,anecdotes/miscellaneous,positive,I've been several times and am totally smitten.
4184,anecdotes/miscellaneous,negative,Terrible experience.
4185,anecdotes/miscellaneous,positive,I love the place.
4186,Service,negative,Service was slow had to wait to order and get food although not crowded.
4187,food,neutral,Service was slow had to wait to order and get food although not crowded.
4188,service,negative,Service was slow had to wait to order and get food although not crowded.
4189,chocolate,positive,Will have to return to try the chocolate!
4190,anecdotes/miscellaneous,neutral,Will have to return to try the chocolate!
4191,price,positive,"It's only $1.95 for a regular slice and $4.00 for a slice with a mushroom, not mushrooms."
4192,ambience,neutral,There is a real gallery of stars that have visited.
4193,food,negative,"The food was below average, the service was pathetic, there was no ambience at all."
4194,service,negative,"The food was below average, the service was pathetic, there was no ambience at all."
4195,ambience,negative,"The food was below average, the service was pathetic, there was no ambience at all."
4196,food,negative,"The food was below average, the service was pathetic, there was no ambience at all."
4197,service,negative,"The food was below average, the service was pathetic, there was no ambience at all."
4198,ambience,negative,"The food was below average, the service was pathetic, there was no ambience at all."
4199,SHOWS,positive,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.
4200,ACTORS,positive,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.
4201,ambience,positive,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.
4202,New York Bagel,neutral,Our first time in New York and we had to try a New York Bagel.
4203,anecdotes/miscellaneous,neutral,Our first time in New York and we had to try a New York Bagel.
4204,service,positive,service was efficient courteous.
4205,service,positive,service was efficient courteous.
4206,anecdotes/miscellaneous,negative,this one is definintely my least favorite.
4207,anecdotes/miscellaneous,neutral,I have been urged by friends for months to check out the mermaid inn.
4208,miso soup,negative,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.
4209,fish,negative,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.
4210,flavor,negative,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.
4211,food,negative,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.
4212,anecdotes/miscellaneous,positive,"Everytime my husband and I go there, we are never disappointed."
4213,bagels,positive,They are the best bagels I've had.
4214,food,positive,They are the best bagels I've had.
4215,anecdotes/miscellaneous,positive,We were not disappointed.
4216,ambience,neutral,I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.
4217,food,neutral,I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.
4218,anecdotes/miscellaneous,neutral,I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.
4219,space,positive,"Toons has recently been redone, so it's now a very attractive space."
4220,ambience,positive,"Toons has recently been redone, so it's now a very attractive space."
4221,filets,neutral,"$160 for 2 filets, 2 sides, an appetizer and drinks."
4222,sides,neutral,"$160 for 2 filets, 2 sides, an appetizer and drinks."
4223,appetizer,neutral,"$160 for 2 filets, 2 sides, an appetizer and drinks."
4224,drinks,neutral,"$160 for 2 filets, 2 sides, an appetizer and drinks."
4225,food,neutral,"$160 for 2 filets, 2 sides, an appetizer and drinks."
4226,price,neutral,"$160 for 2 filets, 2 sides, an appetizer and drinks."
4227,prices,neutral,"While the prices are nothing special, the portions are huge."
4228,portions,positive,"While the prices are nothing special, the portions are huge."
4229,price,positive,"While the prices are nothing special, the portions are huge."
4230,food,positive,"While the prices are nothing special, the portions are huge."
4231,location,positive,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time."
4232,meal,positive,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time."
4233,ambience,positive,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time."
4234,food,positive,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time."
4235,dinner,neutral,"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!"
4236,anecdotes/miscellaneous,negative,"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!"
4237,spot,positive,"However, I think this place is a good hang out spot."
4238,ambience,positive,"However, I think this place is a good hang out spot."
4239,menu,negative,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food."
4240,food,positive,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food."
4241,Prix Fixe,neutral,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food."
4242,price,negative,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food."
4243,food,positive,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food."
4244,anecdotes/miscellaneous,neutral,"Rao is a good restaurant, but it's nothing special."
4245,wine list,positive,The wine list is extensive and impressive.
4246,food,positive,The wine list is extensive and impressive.
4247,waitress,positive,We had the most wonderful waitress.
4248,service,positive,We had the most wonderful waitress.
4249,staff,positive,"While the staff at this little bistro is very friendly, I have never experienced more incompetency."
4250,service,conflict,"While the staff at this little bistro is very friendly, I have never experienced more incompetency."
4251,quail,positive,The quail was fantastic and unique and the pastas were full of flavor.
4252,pastas,positive,The quail was fantastic and unique and the pastas were full of flavor.
4253,flavor,positive,The quail was fantastic and unique and the pastas were full of flavor.
4254,food,positive,The quail was fantastic and unique and the pastas were full of flavor.
4255,anecdotes/miscellaneous,neutral,"When we left at 8:00 PM, it was packed and noisy."
4256,ambience,negative,"When we left at 8:00 PM, it was packed and noisy."
4257,anecdotes/miscellaneous,neutral,"Okay, so I never write but there doesn't seem to fair balance of positive to negative reviews concerning Green Bo and it's time to speak up - I live in Chinatown."
4258,zucchini,positive,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.
4259,mashed potatoes,positive,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.
4260,garlic,positive,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.
4261,butter,positive,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.
4262,food,positive,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.
4263,staff,positive,The staff is courteous and friendly.
4264,service,positive,The staff is courteous and friendly.
4265,anecdotes/miscellaneous,positive,Never fails to please.
4266,Decor,positive,Decor is nice though service can be spotty.
4267,service,negative,Decor is nice though service can be spotty.
4268,service,positive,Decor is nice though service can be spotty.
4269,ambience,positive,Decor is nice though service can be spotty.
4270,service,negative,"Aside from the rushed service, we were very impressed with the food and the drinks."
4271,food,positive,"Aside from the rushed service, we were very impressed with the food and the drinks."
4272,drinks,positive,"Aside from the rushed service, we were very impressed with the food and the drinks."
4273,food,positive,"Aside from the rushed service, we were very impressed with the food and the drinks."
4274,service,negative,"Aside from the rushed service, we were very impressed with the food and the drinks."
4275,anecdotes/miscellaneous,positive,Will absolutely visit again.
4276,Spicy Scallop roll,positive,Make sure you have the Spicy Scallop roll.. .
4277,food,positive,Make sure you have the Spicy Scallop roll.. .
4278,Indian dining experience,positive,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.
4279,anecdotes/miscellaneous,positive,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.
4280,price,positive,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.
4281,food,positive,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.
4282,Pub atmosphere,conflict,And even with it's Pub atmosphere they were great to my kids too!
4283,ambience,conflict,And even with it's Pub atmosphere they were great to my kids too!
4284,sushi,positive,This big draw is the all you can sushi here for $19.95!
4285,price,positive,This big draw is the all you can sushi here for $19.95!
4286,anecdotes/miscellaneous,positive,I consider the best Grand Sichuan restaurant in NYC.
4287,anecdotes/miscellaneous,positive,we spent 50 $$ definetly will come back with my friends!!!
4288,price,positive,we spent 50 $$ definetly will come back with my friends!!!
4289,anecdotes/miscellaneous,neutral,Went to Village last night for my birthday.
4290,workers,negative,"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order."
4291,order,negative,"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order."
4292,service,negative,"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order."
4293,specials,positive,The specials are usually quite good too.
4294,food,positive,The specials are usually quite good too.
4295,desserts,positive,They've the best desserts and mixed drinks as well as snack foods.
4296,mixed drinks,positive,They've the best desserts and mixed drinks as well as snack foods.
4297,snack foods,positive,They've the best desserts and mixed drinks as well as snack foods.
4298,food,positive,They've the best desserts and mixed drinks as well as snack foods.
4299,chocolate mud cake (warmed),positive,Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.
4300,dulce de leche gelato,positive,Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.
4301,food,positive,Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.
4302,anecdotes/miscellaneous,conflict,That's good and bad.
4303,stauff,positive,Really cool stauff inside.
4304,ambience,positive,Really cool stauff inside.
4305,classical furniture,positive,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled."
4306,menu,negative,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled."
4307,anecdotes/miscellaneous,neutral,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled."
4308,ambience,positive,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled."
4309,food,negative,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled."
4310,burger,positive,The best burger I have had in the Village.
4311,food,positive,The best burger I have had in the Village.
4312,menu,neutral,We visited Orsay during NY Restaurant Week and tried their $35 menu.
4313,anecdotes/miscellaneous,neutral,We visited Orsay during NY Restaurant Week and tried their $35 menu.
4314,cole slaw,neutral,I would have gotten some cole slaw and a knish if my stomach had more space.
4315,knish,neutral,I would have gotten some cole slaw and a knish if my stomach had more space.
4316,food,positive,I would have gotten some cole slaw and a knish if my stomach had more space.
4317,anecdotes/miscellaneous,conflict,"came here for restaurant week, didn't save much, but it was still great."
4318,price,conflict,"came here for restaurant week, didn't save much, but it was still great."
4319,anecdotes/miscellaneous,negative,Would NEVER go back there.
4320,dinner,neutral,Three of us arrived for dinner about 5:30 on a week night without reservations.
4321,reservations,neutral,Three of us arrived for dinner about 5:30 on a week night without reservations.
4322,anecdotes/miscellaneous,neutral,Three of us arrived for dinner about 5:30 on a week night without reservations.
4323,blond wood decor,positive,"The blond wood decor is very soothing, the premium sake is excellent and the service is great."
4324,sake,positive,"The blond wood decor is very soothing, the premium sake is excellent and the service is great."
4325,service,positive,"The blond wood decor is very soothing, the premium sake is excellent and the service is great."
4326,food,positive,"The blond wood decor is very soothing, the premium sake is excellent and the service is great."
4327,service,positive,"The blond wood decor is very soothing, the premium sake is excellent and the service is great."
4328,ambience,positive,"The blond wood decor is very soothing, the premium sake is excellent and the service is great."
4329,wait,conflict,There is usually a wait but it is well worth it.
4330,anecdotes/miscellaneous,conflict,There is usually a wait but it is well worth it.
4331,anecdotes/miscellaneous,neutral,"Be careful, when they say spicy, they mean it!"
4332,money,neutral,Your money could easily be better spent elsewhere (Anywhere).
4333,anecdotes/miscellaneous,negative,Your money could easily be better spent elsewhere (Anywhere).
4334,bagel,negative,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel."
4335,eggs,negative,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel."
4336,bagel,negative,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel."
4337,service,negative,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel."
4338,glass of wine,positive,As always we had a great glass of wine while we waited.
4339,food,positive,As always we had a great glass of wine while we waited.
4340,anecdotes/miscellaneous,neutral,Bring your appetites.
4341,wait staff,positive,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way)."
4342,service,positive,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way)."
4343,atmosphere,negative,"Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?"
4344,bagel,neutral,"Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?"
4345,ambience,negative,"Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?"
4346,Service,positive,Service was very good and warm.
4347,service,positive,Service was very good and warm.
4348,chicken tikka-masala,neutral,For dinner I had the chicken tikka-masala and some garlic naan.
4349,garlic naan,neutral,For dinner I had the chicken tikka-masala and some garlic naan.
4350,dinner,neutral,For dinner I had the chicken tikka-masala and some garlic naan.
4351,food,neutral,For dinner I had the chicken tikka-masala and some garlic naan.
4352,dinner,positive,Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.
4353,setting,positive,Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.
4354,ambience,positive,Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.
4355,ambience,negative,"Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait."
4356,service,negative,"Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait."
4357,anecdotes/miscellaneous,positive,"Seriously, this place kicks ass."
4358,Food,positive,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.
4359,view,positive,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.
4360,food,positive,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.
4361,ambience,positive,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.
4362,food,negative,"Also, because it is so thin, it gets cold very quickly and its not that filling."
4363,food,negative,The food is nothing like its menu description.
4364,menu description,negative,The food is nothing like its menu description.
4365,food,negative,The food is nothing like its menu description.
4366,Pad Se-Ew,positive,Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.
4367,Chicken with Cashew Nuts,positive,Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.
4368,food,positive,Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.
4369,pizza,neutral,It's just O.K. pizza.
4370,food,neutral,It's just O.K. pizza.
4371,anecdotes/miscellaneous,positive,I loved it and would HIGHLY RECOMMEND.
4372,anecdotes/miscellaneous,neutral,I've been here twice now.
4373,food,neutral,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying."
4374,ambience,conflict,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying."
4375,food,neutral,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying."
4376,ambience,conflict,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying."
4377,anecdotes/miscellaneous,positive,THE BEST PLACE TO BRING KIDS OR ANY FRIENDS WHO WANT TO DO SOMETHING DIFFERENT.
4378,service,negative,"The service was a bit slow, but they were very friendly."
4379,service,conflict,"The service was a bit slow, but they were very friendly."
4380,anecdotes/miscellaneous,negative,"However, I do not understand the extraordinary hype about this restaurant."
4381,ambience,positive,It's a small cute restaurant.
4382,anecdotes/miscellaneous,positive,I will be returning.
4383,specials,positive,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere."
4384,atmosphere,positive,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere."
4385,French bistro fare,positive,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere."
4386,food,positive,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere."
4387,ambience,positive,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere."
4388,food,positive,The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city.
4389,food,positive,The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city.
4390,Shabu-Shabu,positive,Thius is a must for anyone who loves Shabu-Shabu.
4391,food,positive,Thius is a must for anyone who loves Shabu-Shabu.
4392,food,negative,The food was absolutely horrible!
