text,condition,label,score
"For appetizers, I'd recommend the crab napolean or the monkfish mousse.",appetizers,Neutral,1
"For appetizers, I'd recommend the crab napolean or the monkfish mousse.",monkfish mousse,Positive,2
"Anyway the food was really good, the portions are not big however very filling and exceptionally good.",food,Positive,2
"Anyway the food was really good, the portions are not big however very filling and exceptionally good.",portions,Negative,0
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,dessert,Neutral,1
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,waitress,Negative,0
"from drinks at the bar, to our perfect round table!",bar,Neutral,1
"from drinks at the bar, to our perfect round table!",round table,Positive,2
"Do not go to this restaurant unless you like paying high prices for small protions, ordering a drink that arrives 20 minutes later, or ordering a meal only to get the side dish 5 minutes after you're done.",prices,Negative,0
"Do not go to this restaurant unless you like paying high prices for small protions, ordering a drink that arrives 20 minutes later, or ordering a meal only to get the side dish 5 minutes after you're done.",drink,Neutral,1
The waitstaff told us that they had already run out of one of the entrees (before 8 p.,waitstaff,Negative,0
The waitstaff told us that they had already run out of one of the entrees (before 8 p.,entrees,Neutral,1
We waited for 1 hour each time the waitress came over to our table.,waitress,Negative,0
We waited for 1 hour each time the waitress came over to our table.,table,Neutral,1
You can't go wrong with any of the mojitos and the food is very tasty and presented beautifully.,mojitos,Neutral,1
You can't go wrong with any of the mojitos and the food is very tasty and presented beautifully.,food,Positive,2
"Our booth style seats would've been more romantic if our waitress, though nice, was less intrusive, and the loud music from its bar didn't filter thru so much.",booth style seats,Positive,2
"Our booth style seats would've been more romantic if our waitress, though nice, was less intrusive, and the loud music from its bar didn't filter thru so much.",waitress,Negative,0
"Our booth style seats would've been more romantic if our waitress, though nice, was less intrusive, and the loud music from its bar didn't filter thru so much.",bar,Neutral,1
The food was then rushed unappealing never once were we asked if we'd like a a second bottle of water let alone a second drink.,food,Negative,0
The food was then rushed unappealing never once were we asked if we'd like a a second bottle of water let alone a second drink.,drink,Neutral,1
They pray to their Food Gods to make them into a good pizza like VT's.,Food,Neutral,1
They pray to their Food Gods to make them into a good pizza like VT's.,pizza,Positive,2
"Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.",service,Negative,0
"Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.",atmosphere,Negative,0
"Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.",dumplings,Positive,2
The chef will not alter any of the three tasting menus.,chef,Negative,0
The chef will not alter any of the three tasting menus.,menus,Positive,2
"I went with two friends and had the smores bar - two yummy chocolate chip cookies with marshmallows and chocolate melted between, and they serve it piping hot!",bar,Neutral,1
"I went with two friends and had the smores bar - two yummy chocolate chip cookies with marshmallows and chocolate melted between, and they serve it piping hot!",chocolate chip cookies,Positive,2
"I went with two friends and had the smores bar - two yummy chocolate chip cookies with marshmallows and chocolate melted between, and they serve it piping hot!",marshmallows,Neutral,1
"The crowd was non-existent on the Wednesday we went, which had the advantage of no wait for our table (even though we called an hour early and they said they only have a reservation for 9:00 pm).",crowd,Positive,2
"The crowd was non-existent on the Wednesday we went, which had the advantage of no wait for our table (even though we called an hour early and they said they only have a reservation for 9:00 pm).",wait,Positive,2
"The crowd was non-existent on the Wednesday we went, which had the advantage of no wait for our table (even though we called an hour early and they said they only have a reservation for 9:00 pm).",reservation,Neutral,1
the trendy atmosphere and high price fooled me into thinking that somehow the food would be innovative.,atmosphere,Positive,2
the trendy atmosphere and high price fooled me into thinking that somehow the food would be innovative.,price,Negative,0
"Maybe go there for the view, but don't bother eating there, go to the bar.",view,Positive,2
"Maybe go there for the view, but don't bother eating there, go to the bar.",bar,Neutral,1
"Every time I eat there I feel as if the chef and waitstaff have cooked, prepared and served a meal as if I am the only customer/guest.",waitstaff,Positive,2
"Every time I eat there I feel as if the chef and waitstaff have cooked, prepared and served a meal as if I am the only customer/guest.",meal,Neutral,1
staff is still working out their kinks and learning about the menu but no real complaints.,staff,Positive,2
staff is still working out their kinks and learning about the menu but no real complaints.,menu,Neutral,1
"Excellent Steaks, the attitude of the Servers could be a little better but the food makes up for everything.",Steaks,Positive,2
"Excellent Steaks, the attitude of the Servers could be a little better but the food makes up for everything.",attitude,Negative,0
"Excellent Steaks, the attitude of the Servers could be a little better but the food makes up for everything.",Servers,Negative,0
"Excellent Steaks, the attitude of the Servers could be a little better but the food makes up for everything.",food,Positive,2
"The service is sweet and attentive, the wine is delicious and the new wine bar around the corner has the most amazing selection, as well as cheeses and tapas.",service,Positive,2
"The service is sweet and attentive, the wine is delicious and the new wine bar around the corner has the most amazing selection, as well as cheeses and tapas.",new wine bar,Neutral,1
"The service is sweet and attentive, the wine is delicious and the new wine bar around the corner has the most amazing selection, as well as cheeses and tapas.",selection,Positive,2
"The service is sweet and attentive, the wine is delicious and the new wine bar around the corner has the most amazing selection, as well as cheeses and tapas.",cheeses,Positive,2
"The service is sweet and attentive, the wine is delicious and the new wine bar around the corner has the most amazing selection, as well as cheeses and tapas.",tapas,Positive,2
Apparently the same hostess was also trying to kick out a group of women having drinks at a table and giving them a hard time for holding up a table.,hostess,Negative,0
Apparently the same hostess was also trying to kick out a group of women having drinks at a table and giving them a hard time for holding up a table.,drinks,Neutral,1
As appetizers we enjoyed the Drunken Goat Cheese Salad and Lobster Empanadas.,appetizers,Neutral,1
As appetizers we enjoyed the Drunken Goat Cheese Salad and Lobster Empanadas.,Drunken Goat Cheese Salad,Positive,2
As appetizers we enjoyed the Drunken Goat Cheese Salad and Lobster Empanadas.,Lobster Empanadas,Positive,2
I ordered pasta in a pomodoro sauce and it tasted like it came out of a can.,pasta,Negative,0
I ordered pasta in a pomodoro sauce and it tasted like it came out of a can.,a pomodoro sauce,Neutral,1
We placed a delivery order - 2 pastas and a caprese and they took and 1 1/2 to get here and the food was inedible when we received it.,delivery,Neutral,1
We placed a delivery order - 2 pastas and a caprese and they took and 1 1/2 to get here and the food was inedible when we received it.,food,Negative,0
The waiters were getting a wine class from a very loud manager and ignoring all the patrons - someone should have been giving them a class on serving instead.,waiters,Neutral,1
The waiters were getting a wine class from a very loud manager and ignoring all the patrons - someone should have been giving them a class on serving instead.,wine,Neutral,1
The waiters were getting a wine class from a very loud manager and ignoring all the patrons - someone should have been giving them a class on serving instead.,manager,Negative,0
The waiters were getting a wine class from a very loud manager and ignoring all the patrons - someone should have been giving them a class on serving instead.,patrons,Negative,0
My dining partner ordered the turkey burger and declared this also to be the best one ever.,dining,Neutral,1
My dining partner ordered the turkey burger and declared this also to be the best one ever.,turkey burger,Positive,2
There were 6 servers standing around watching me eat but they never asked if I needed anything or even offered me water.,servers,Negative,0
There were 6 servers standing around watching me eat but they never asked if I needed anything or even offered me water.,water,Neutral,1
"The menu was nicely sized with five small plates, eight appetizers and seven entrees.",menu,Positive,2
"The menu was nicely sized with five small plates, eight appetizers and seven entrees.",plates,Neutral,1
"The menu was nicely sized with five small plates, eight appetizers and seven entrees.",appetizers,Neutral,1
"The menu was nicely sized with five small plates, eight appetizers and seven entrees.",entrees,Neutral,1
"But the appetizer is a litlle pricey, especialy $6 for 3 pieces sushi, but iutside that it was a great experience, food was great, and not too costly over all.",sushi,Neutral,1
"But the appetizer is a litlle pricey, especialy $6 for 3 pieces sushi, but iutside that it was a great experience, food was great, and not too costly over all.",food,Positive,2
"I don't mind paying a high price for a really good meal, but this was really average food.",price,Negative,0
"I don't mind paying a high price for a really good meal, but this was really average food.",meal,Positive,2
"I don't mind paying a high price for a really good meal, but this was really average food.",food,Negative,0
"As the afternoon progresses, you'll see as many waitstaff as customers scurrying after food carts with bill cards in hand, clutching stacks of steamers back to their tables.",waitstaff,Negative,0
"As the afternoon progresses, you'll see as many waitstaff as customers scurrying after food carts with bill cards in hand, clutching stacks of steamers back to their tables.",food carts with bill,Neutral,1
"As the afternoon progresses, you'll see as many waitstaff as customers scurrying after food carts with bill cards in hand, clutching stacks of steamers back to their tables.",tables,Neutral,1
"The food and beer make up for it, but it would be nice if the staff weren't such buzz kills!",beer,Positive,2
"The food and beer make up for it, but it would be nice if the staff weren't such buzz kills!",staff,Negative,0
"Didn't have room for dessert, but will definitely be back to try the coconut mousse.",dessert,Neutral,1
"Didn't have room for dessert, but will definitely be back to try the coconut mousse.",coconut mousse,Positive,2
The food did not come out on time or together and the waiter never came to explain why.,food,Neutral,1
The food did not come out on time or together and the waiter never came to explain why.,waiter,Negative,0
"Midway through the meal the waiter came over and said we were being charged $40 a head since there were 7 of us, and they never said that when i made the reservation.",meal,Neutral,1
"Midway through the meal the waiter came over and said we were being charged $40 a head since there were 7 of us, and they never said that when i made the reservation.",waiter,Negative,0
"Midway through the meal the waiter came over and said we were being charged $40 a head since there were 7 of us, and they never said that when i made the reservation.",reservation,Neutral,1
"Silky black bass with porcini mushrooms carries smoky, earthy and buttery overtones that somehow never overpower the fish, and whole-roasted baby pig includes belly meat, braised for 24 hours in five spice-ginger glaze, and yet the pork flavor is still fully present.",fish,Neutral,1
"Silky black bass with porcini mushrooms carries smoky, earthy and buttery overtones that somehow never overpower the fish, and whole-roasted baby pig includes belly meat, braised for 24 hours in five spice-ginger glaze, and yet the pork flavor is still fully present.",braised,Neutral,1
"Silky black bass with porcini mushrooms carries smoky, earthy and buttery overtones that somehow never overpower the fish, and whole-roasted baby pig includes belly meat, braised for 24 hours in five spice-ginger glaze, and yet the pork flavor is still fully present.",pork flavor,Positive,2
"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",eggs benedict,Negative,0
"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",brunch,Neutral,1
"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",hollondaise sauce,Negative,0
"However, the cheese fondue had too much wine and not enough cheese, the escargot was too stewy and the salmon was very average.",wine,Positive,2
"However, the cheese fondue had too much wine and not enough cheese, the escargot was too stewy and the salmon was very average.",escargot,Negative,0
Our waitress bought us a round of after drinks too.,waitress,Positive,2
Our waitress bought us a round of after drinks too.,drinks,Neutral,1
"Our waiter told us he knew all the wines on it quite well, and he did!",waiter,Positive,2
"Our waiter told us he knew all the wines on it quite well, and he did!",wines,Neutral,1
"Seating is limited, so you will probably want to order take-out, but a better take-out pizza you will not find!",Seating,Negative,0
"Seating is limited, so you will probably want to order take-out, but a better take-out pizza you will not find!",take-out pizza,Positive,2
"This place is so unexpected, just a tiny little bar, but it serves dinner and even a really good weekend brunch.",place,Positive,2
"This place is so unexpected, just a tiny little bar, but it serves dinner and even a really good weekend brunch.",bar,Negative,0
"This place is so unexpected, just a tiny little bar, but it serves dinner and even a really good weekend brunch.",brunch,Positive,2
"For the money, it's a dependable and fun place to get sushi - bring friends and share the 2 for 1 rolls (they have to be 2 of the same.",money,Positive,2
"For the money, it's a dependable and fun place to get sushi - bring friends and share the 2 for 1 rolls (they have to be 2 of the same.",place,Positive,2
"For the money, it's a dependable and fun place to get sushi - bring friends and share the 2 for 1 rolls (they have to be 2 of the same.",sushi,Neutral,1
"For the money, it's a dependable and fun place to get sushi - bring friends and share the 2 for 1 rolls (they have to be 2 of the same.",rolls,Neutral,1
"the filet came out and was absolutely delicious, on a bed of julienned vegetables in a balsamic vinagarette sauce.",filet,Positive,2
"the filet came out and was absolutely delicious, on a bed of julienned vegetables in a balsamic vinagarette sauce.",julienned vegetables,Neutral,1
"the filet came out and was absolutely delicious, on a bed of julienned vegetables in a balsamic vinagarette sauce.",balsamic vinagarette sauce,Neutral,1
I went to Ciao on a Saturday evening and the food was not up to the price asked for.,food,Negative,0
I went to Ciao on a Saturday evening and the food was not up to the price asked for.,price,Neutral,1
"As for the menu, I've never been disappointed, but the Margarita chicken salad is my favorite.",menu,Neutral,1
"As for the menu, I've never been disappointed, but the Margarita chicken salad is my favorite.",Margarita chicken salad,Positive,2
"Then the staff behind the buffett just haven't gotten their groove yet, so you order your food and wait five minutes while it sits behind the glass on a plate, getting cold.",staff,Negative,0
"Then the staff behind the buffett just haven't gotten their groove yet, so you order your food and wait five minutes while it sits behind the glass on a plate, getting cold.",food,Neutral,1
"Then the staff behind the buffett just haven't gotten their groove yet, so you order your food and wait five minutes while it sits behind the glass on a plate, getting cold.",glass,Neutral,1
"Basically traditional menu could have been boring and old-fashioned, but is instead updated enough to please modern palate: steaks, seafood, fish, poultry - ample portions (we took half home), seasoned with care and imagination.",menu,Neutral,1
"Basically traditional menu could have been boring and old-fashioned, but is instead updated enough to please modern palate: steaks, seafood, fish, poultry - ample portions (we took half home), seasoned with care and imagination.",portions,Positive,2
Disappointed in the selection on the restaurant week menu (which did not include any steak entrees) but impressed with the actual food- everything was very good- fresh and innovative- saffron risotto was not too powerful and the entrees were all good.,menu,Neutral,1
Disappointed in the selection on the restaurant week menu (which did not include any steak entrees) but impressed with the actual food- everything was very good- fresh and innovative- saffron risotto was not too powerful and the entrees were all good.,steak entrees,Negative,0
"You'd expect one to have more dessert options, other than rice pudding.",dessert options,Positive,2
"You'd expect one to have more dessert options, other than rice pudding.",rice pudding,Negative,0
The waiter returned seconds later to complain that dozens of people wanted our table then poured her beer into a paper cup-- presumably to encourage us to leave faster.,waiter,Negative,0
The waiter returned seconds later to complain that dozens of people wanted our table then poured her beer into a paper cup-- presumably to encourage us to leave faster.,table,Neutral,1
The waiter returned seconds later to complain that dozens of people wanted our table then poured her beer into a paper cup-- presumably to encourage us to leave faster.,cup,Neutral,1
"The mac and cheese is to die for as are many other main dishes including the pork ribs, roast chicken and traditional spaghetti meatballs.",mac and cheese,Positive,2
"The mac and cheese is to die for as are many other main dishes including the pork ribs, roast chicken and traditional spaghetti meatballs.",dishes,Neutral,1
"The mac and cheese is to die for as are many other main dishes including the pork ribs, roast chicken and traditional spaghetti meatballs.",pork ribs,Neutral,1
"The first course of scallops and caviar coupled with celery seemed very bland and left me totally under whelmed; the immense use of oil, coupled with the over cooked vegetables, left my fish entre inedible.",scallops and caviar coupled with celery,Neutral,1
"The first course of scallops and caviar coupled with celery seemed very bland and left me totally under whelmed; the immense use of oil, coupled with the over cooked vegetables, left my fish entre inedible.",cooked vegetables,Negative,0
"The first course of scallops and caviar coupled with celery seemed very bland and left me totally under whelmed; the immense use of oil, coupled with the over cooked vegetables, left my fish entre inedible.",fish,Negative,0
"The food is mediocre, burgers are ok, the pizza tastes like the box it's delivered in.",burgers,Positive,2
"The food is mediocre, burgers are ok, the pizza tastes like the box it's delivered in.",pizza,Negative,0
perhaps the place is better after the theatre crowd is gone but we were in the midst of it and it wasn't a very enjoyable experience.,place,Positive,2
perhaps the place is better after the theatre crowd is gone but we were in the midst of it and it wasn't a very enjoyable experience.,theatre crowd,Neutral,1
Great place to go for a lunch date or for coffee after a date.,lunch,Neutral,1
Great place to go for a lunch date or for coffee after a date.,coffee,Neutral,1
Great place to go for a lunch date or for coffee after a date.,place,Positive,2
"At lunch, try something with chicken.",lunch,Neutral,1
"At lunch, try something with chicken.",chicken,Positive,2
"Service was a little slow, but going on a Monday night during the Brooklyn Restaurant Week, where 20 bucks each got a friend and I appetizer, entree, and dessert was phenomenal.",Service,Negative,0
"Service was a little slow, but going on a Monday night during the Brooklyn Restaurant Week, where 20 bucks each got a friend and I appetizer, entree, and dessert was phenomenal.",appetizer,Neutral,1
"Service was a little slow, but going on a Monday night during the Brooklyn Restaurant Week, where 20 bucks each got a friend and I appetizer, entree, and dessert was phenomenal.",dessert,Positive,2
The overpriced food that's supposed to come off as homestyle diner just doesn't work when the atmosphere is supposed to be super cool but the food is super bland.,diner,Neutral,1
The overpriced food that's supposed to come off as homestyle diner just doesn't work when the atmosphere is supposed to be super cool but the food is super bland.,atmosphere,Positive,2
"When the spastic waiter finally stopped by our table, we told him we were going to order everything at once b/c we were getting pretty hungry.",waiter,Negative,0
"When the spastic waiter finally stopped by our table, we told him we were going to order everything at once b/c we were getting pretty hungry.",table,Neutral,1
"To top it off, when we mentioned it to our lovely waitress, she responded as though it was no big deal along with Well now you know for the next time.",waitress,Positive,2
"To top it off, when we mentioned it to our lovely waitress, she responded as though it was no big deal along with Well now you know for the next time.",time,Neutral,1
Prime Rib was cold and very fatty--Drinks were good though--Very expensive--I've had much better for less.,Prime Rib,Negative,0
Prime Rib was cold and very fatty--Drinks were good though--Very expensive--I've had much better for less.,Drinks,Positive,2
Our oh-so-chic waitress obstained from half the items on the menu (give me a break) so she couldn't make subjective recommendations.,waitress,Negative,0
Our oh-so-chic waitress obstained from half the items on the menu (give me a break) so she couldn't make subjective recommendations.,menu,Neutral,1
"dips, lamd shops, beans, fresh fish.",beans,Neutral,1
"dips, lamd shops, beans, fresh fish.",fish,Positive,2
"The wait staff was not as attentive as I would have liked, we had to ask several times for water and refills of water, and after the food was served, no one returned to check on us.",wait staff,Negative,0
"The wait staff was not as attentive as I would have liked, we had to ask several times for water and refills of water, and after the food was served, no one returned to check on us.",food,Neutral,1
"the food was pretty nice, but it's on the expensive side.",food,Positive,2
"the food was pretty nice, but it's on the expensive side.",side,Negative,0
We ended the dinner with a surprisingly light and flaky apple tarte tatin.,dinner,Neutral,1
We ended the dinner with a surprisingly light and flaky apple tarte tatin.,apple tarte tatin,Positive,2
"at the end of the meal the hostess came to us and rudely ask us to leave the table, we were astonished by her attitude.",hostess,Negative,0
"at the end of the meal the hostess came to us and rudely ask us to leave the table, we were astonished by her attitude.",table,Neutral,1
"For the price and quality of the food, the service should have been a lot better than it was.",price,Neutral,1
"For the price and quality of the food, the service should have been a lot better than it was.",food,Neutral,1
"For the price and quality of the food, the service should have been a lot better than it was.",service,Negative,0
The only drawback is the need for reservations around the typical pre-theatre times.,reservations,Neutral,1
The only drawback is the need for reservations around the typical pre-theatre times.,times,Positive,2
"The bigger sin is the service --our waiter was late with our main dishes, late with the bill, which was totaled incorrectly (twice).",waiter,Negative,0
"The bigger sin is the service --our waiter was late with our main dishes, late with the bill, which was totaled incorrectly (twice).",main dishes,Neutral,1
"There is no waiting area, so we had a crowd hovering over our table, this is just testament to how many people want to eat there.",waiting area,Negative,0
"There is no waiting area, so we had a crowd hovering over our table, this is just testament to how many people want to eat there.",table,Neutral,1
Our waiter took our drink orders and never came back!,waiter,Negative,0
Our waiter took our drink orders and never came back!,drink,Neutral,1
The Food Surprisingly tasty Texas-style barbecue gives this place culinary flexibility beyond that of most wrap-and-burrito shacks.,Food,Positive,2
The Food Surprisingly tasty Texas-style barbecue gives this place culinary flexibility beyond that of most wrap-and-burrito shacks.,shacks,Neutral,1
"We went in March'03 on Sunday - the food was just so-so, but we had to beg for a glass of water (and never got it anyway), but the worst part - the forks and knives were totally dirty (you could see someone's scrambled eggs on them).",glass of water,Neutral,1
"We went in March'03 on Sunday - the food was just so-so, but we had to beg for a glass of water (and never got it anyway), but the worst part - the forks and knives were totally dirty (you could see someone's scrambled eggs on them).",eggs,Negative,0
"he politely asked about what happened, we told him about the hostess behaviour, the manager apologized for the her behavior and treated us to a drink at the bar.",manager,Positive,2
"he politely asked about what happened, we told him about the hostess behaviour, the manager apologized for the her behavior and treated us to a drink at the bar.",drink,Neutral,1
"he politely asked about what happened, we told him about the hostess behaviour, the manager apologized for the her behavior and treated us to a drink at the bar.",bar,Neutral,1
"The space is tiny and intimate, so if you score a table, or a good seat at the bar, you're set for the night.",space,Positive,2
"The space is tiny and intimate, so if you score a table, or a good seat at the bar, you're set for the night.",bar,Neutral,1
Went for dinner around 9pm on a Sunday night and sourdough bread they brought right away was warmed to perfection and delicious.,dinner,Neutral,1
Went for dinner around 9pm on a Sunday night and sourdough bread they brought right away was warmed to perfection and delicious.,bread,Positive,2
"I've sampled several other dim sum places here, and none feature the winning combination that Triple 8 offers: reasonable prices, large range of standard _and_ less common dim sum, little/no wait (not like the Mott St.",dim sum places,Neutral,1
"I've sampled several other dim sum places here, and none feature the winning combination that Triple 8 offers: reasonable prices, large range of standard _and_ less common dim sum, little/no wait (not like the Mott St.",prices,Positive,2
"I've sampled several other dim sum places here, and none feature the winning combination that Triple 8 offers: reasonable prices, large range of standard _and_ less common dim sum, little/no wait (not like the Mott St.",wait,Positive,2
"The waiter was constantly puching us to have drinks, he told us that we were not ordering properly and insisted on bringing to the table his recommendations.",waiter,Negative,0
"The waiter was constantly puching us to have drinks, he told us that we were not ordering properly and insisted on bringing to the table his recommendations.",drinks,Neutral,1
"We had to wait an hour before our food was served, then another hour inbetween courses, all the while whilst the staff were naughtily hiding in an attempt to avoid our 'where's out food?'",served,Neutral,1
"We had to wait an hour before our food was served, then another hour inbetween courses, all the while whilst the staff were naughtily hiding in an attempt to avoid our 'where's out food?'",courses,Neutral,1
"We had to wait an hour before our food was served, then another hour inbetween courses, all the while whilst the staff were naughtily hiding in an attempt to avoid our 'where's out food?'",staff,Negative,0
The Captain was showing his impatience for a crowded Monday night and the dinner I was served was not prepared the way he told me it would be.,Captain,Negative,0
The Captain was showing his impatience for a crowded Monday night and the dinner I was served was not prepared the way he told me it would be.,dinner,Neutral,1
The Captain was showing his impatience for a crowded Monday night and the dinner I was served was not prepared the way he told me it would be.,served,Neutral,1
"not large portions - my boyfriend's entree looked more like an appetizer, and all we got out of the dinner was a $100 tab and hunger for more food.",portions,Negative,0
"not large portions - my boyfriend's entree looked more like an appetizer, and all we got out of the dinner was a $100 tab and hunger for more food.",entree,Neutral,1
"not large portions - my boyfriend's entree looked more like an appetizer, and all we got out of the dinner was a $100 tab and hunger for more food.",appetizer,Neutral,1
"not large portions - my boyfriend's entree looked more like an appetizer, and all we got out of the dinner was a $100 tab and hunger for more food.",dinner,Neutral,1
"not large portions - my boyfriend's entree looked more like an appetizer, and all we got out of the dinner was a $100 tab and hunger for more food.",food,Neutral,1
The only con is the price ($110 for two people for a full meal).,price,Neutral,1
The only con is the price ($110 for two people for a full meal).,meal,Positive,2
"Their new style of all you can eat is: They bring barely enough food for the table, mostly just bread ,until you ask a waiter to bring some more.",food,Neutral,1
"Their new style of all you can eat is: They bring barely enough food for the table, mostly just bread ,until you ask a waiter to bring some more.",waiter,Negative,0
"I work nearby so I've eaten here countless times (breakfast, lunch, dinner, even Sunday brunch), and been to several really cool parties--the food's delicious, and the setting is spectacular.",brunch,Neutral,1
"I work nearby so I've eaten here countless times (breakfast, lunch, dinner, even Sunday brunch), and been to several really cool parties--the food's delicious, and the setting is spectacular.",food,Positive,2
"I work nearby so I've eaten here countless times (breakfast, lunch, dinner, even Sunday brunch), and been to several really cool parties--the food's delicious, and the setting is spectacular.",setting,Positive,2
The atmosphere would have been almost perfect if it werent for the fact that we were seat right naext to the noisy kitchen but I guess the speedy service comes with a price.,kitchen,Negative,0
The atmosphere would have been almost perfect if it werent for the fact that we were seat right naext to the noisy kitchen but I guess the speedy service comes with a price.,service,Positive,2
He roasts tomatoes in the oven to make his fantastic sauce.,tomatoes,Neutral,1
He roasts tomatoes in the oven to make his fantastic sauce.,sauce,Positive,2
"Multiple televisions on both sides of the cozy room ensure unobstructed sight lines for fans, whether they're sipping pints at the oak bar or snacking on pub munchies--like baked clams, nachos, and buffalo wings--at tall tables in front.",lines,Positive,2
"Multiple televisions on both sides of the cozy room ensure unobstructed sight lines for fans, whether they're sipping pints at the oak bar or snacking on pub munchies--like baked clams, nachos, and buffalo wings--at tall tables in front.",baked clams,Neutral,1
"Opt for the spectacular Emperor's Meal, a multi-course tasting menu loaded with velvet-textured pumpkin soup, mesclun greens sparked by a simple but savory sesame-soy vinaigrette, crispy sauteed tofu noodles and steamboat soup, a heady clear-broth crock of cabbage, carrots, watercress, mushrooms, walnuts, dates and cherries.",Meal,Positive,2
"Opt for the spectacular Emperor's Meal, a multi-course tasting menu loaded with velvet-textured pumpkin soup, mesclun greens sparked by a simple but savory sesame-soy vinaigrette, crispy sauteed tofu noodles and steamboat soup, a heady clear-broth crock of cabbage, carrots, watercress, mushrooms, walnuts, dates and cherries.",menu,Positive,2
"Opt for the spectacular Emperor's Meal, a multi-course tasting menu loaded with velvet-textured pumpkin soup, mesclun greens sparked by a simple but savory sesame-soy vinaigrette, crispy sauteed tofu noodles and steamboat soup, a heady clear-broth crock of cabbage, carrots, watercress, mushrooms, walnuts, dates and cherries.",pumpkin soup,Positive,2
"Opt for the spectacular Emperor's Meal, a multi-course tasting menu loaded with velvet-textured pumpkin soup, mesclun greens sparked by a simple but savory sesame-soy vinaigrette, crispy sauteed tofu noodles and steamboat soup, a heady clear-broth crock of cabbage, carrots, watercress, mushrooms, walnuts, dates and cherries.",sesame-soy vinaigrette,Positive,2
"Opt for the spectacular Emperor's Meal, a multi-course tasting menu loaded with velvet-textured pumpkin soup, mesclun greens sparked by a simple but savory sesame-soy vinaigrette, crispy sauteed tofu noodles and steamboat soup, a heady clear-broth crock of cabbage, carrots, watercress, mushrooms, walnuts, dates and cherries.",sauteed tofu noodles,Positive,2
"Opt for the spectacular Emperor's Meal, a multi-course tasting menu loaded with velvet-textured pumpkin soup, mesclun greens sparked by a simple but savory sesame-soy vinaigrette, crispy sauteed tofu noodles and steamboat soup, a heady clear-broth crock of cabbage, carrots, watercress, mushrooms, walnuts, dates and cherries.",steamboat soup,Neutral,1
"Opt for the spectacular Emperor's Meal, a multi-course tasting menu loaded with velvet-textured pumpkin soup, mesclun greens sparked by a simple but savory sesame-soy vinaigrette, crispy sauteed tofu noodles and steamboat soup, a heady clear-broth crock of cabbage, carrots, watercress, mushrooms, walnuts, dates and cherries.",cabbage,Positive,2
"Opt for the spectacular Emperor's Meal, a multi-course tasting menu loaded with velvet-textured pumpkin soup, mesclun greens sparked by a simple but savory sesame-soy vinaigrette, crispy sauteed tofu noodles and steamboat soup, a heady clear-broth crock of cabbage, carrots, watercress, mushrooms, walnuts, dates and cherries.",carrots,Positive,2
"Opt for the spectacular Emperor's Meal, a multi-course tasting menu loaded with velvet-textured pumpkin soup, mesclun greens sparked by a simple but savory sesame-soy vinaigrette, crispy sauteed tofu noodles and steamboat soup, a heady clear-broth crock of cabbage, carrots, watercress, mushrooms, walnuts, dates and cherries.",watercress,Positive,2
"Opt for the spectacular Emperor's Meal, a multi-course tasting menu loaded with velvet-textured pumpkin soup, mesclun greens sparked by a simple but savory sesame-soy vinaigrette, crispy sauteed tofu noodles and steamboat soup, a heady clear-broth crock of cabbage, carrots, watercress, mushrooms, walnuts, dates and cherries.",mushrooms,Positive,2
"Opt for the spectacular Emperor's Meal, a multi-course tasting menu loaded with velvet-textured pumpkin soup, mesclun greens sparked by a simple but savory sesame-soy vinaigrette, crispy sauteed tofu noodles and steamboat soup, a heady clear-broth crock of cabbage, carrots, watercress, mushrooms, walnuts, dates and cherries.",cherries,Positive,2
You can spend $25 per entree at a much fancier place.,entree,Neutral,1
You can spend $25 per entree at a much fancier place.,place,Positive,2
"Another hour waiting for our food, we spoke to the manager, he told us he would give us a discount off our bill.",waiting,Neutral,1
"Another hour waiting for our food, we spoke to the manager, he told us he would give us a discount off our bill.",food,Neutral,1
"Another hour waiting for our food, we spoke to the manager, he told us he would give us a discount off our bill.",manager,Positive,2
"I took a few clients for lunch and the service was lackluster, food was fair at best, and the prices were outrageous - Don't wast your time with this place !",lunch,Neutral,1
"I took a few clients for lunch and the service was lackluster, food was fair at best, and the prices were outrageous - Don't wast your time with this place !",service,Negative,0
"Their yogurt breads are very good, but I wasn't impressed with their sandwiches.",yogurt breads,Positive,2
"Their yogurt breads are very good, but I wasn't impressed with their sandwiches.",sandwiches,Negative,0
"the sushi was good and the service was not as bad as some would have you think but the crowd was more business than hip, more wall st.",sushi,Positive,2
"the sushi was good and the service was not as bad as some would have you think but the crowd was more business than hip, more wall st.",crowd,Negative,0
"I've only had take-out from here but a couple of their dishes, along with the spicy green and orange sauces, are amazing.",take-out,Neutral,1
"I've only had take-out from here but a couple of their dishes, along with the spicy green and orange sauces, are amazing.",dishes,Neutral,1
