text,condition,label,score
i had lobster bisque it has 2 oz . of maine lobster in it .,lobster bisque,Positive,2
the mussels were fantastic and so was the dessert ... definitely going to be back very soon .,dessert,Positive,2
by far the best salad i have had in a fast food restaurant .,salad,Positive,2
was n't going to share but i feel obligated ... while sitting at the sushi bar dining we watched the chef accidentally drop a piece of unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing .,chef,Negative,0
"considering we were the last patrons there and it was after the closing time , the waitstaff did not rush us at all and made us feel comfortable and relaxed .",waitstaff,Positive,2
staff is very accomodating .,staff,Positive,2
"food is usually very good , though ocasionally i wondered about freshmess of raw vegatables in side orders .",raw vegatables in side orders,Negative,0
the duck confit is always amazing and the foie gras terrine with figs was out of this world .,duck confit,Positive,2
"great wine selection , gigondas is worth the price , and the house champagne is a great value .",house champagne,Positive,2
food -awesome .,food,Positive,2
ess - a - bagel ( either by sty - town or midtown ) is by far the best bagel in ny .,bagel,Positive,2
the food is great and reasonably priced .,food,Positive,2
"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if i must recommend a dish it must be the pumkin tortelini .",food,Positive,2
"and it all comes at a very reasonable price ( congee , noodles , and rice dishes are no more than $ 3 - 6 each ) .",noodles,Positive,2
"the rest of the dim sum , though pricey by chinatown standards , is worth it .",dim sum,Negative,0
the design and atmosphere is just as good .,atmosphere,Positive,2
"its location is good and the fact that hutner college is near and their prices are very reasonable , makes students go back to suan again and again .",location,Positive,2
patroon features a nice cigar bar and has great staff .,cigar bar,Positive,2
"the service was terrible , we had to wait for everything and ask several of different people for the same thing before we were allowed to be served .",service,Negative,0
"we ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .",chicken casserole,Negative,0
do n't miss bloom 's on your next trip to manhatten .,bloom 's,Positive,2
"stick with the chicken , beef , and lamb dishes .",beef,Positive,2
i have to highly recommend the lobster roll - not to much mayo ; you can tell it was a fresh lobster.,lobster,Positive,2
"the large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .",bruschettas,Positive,2
big wong gets big ups for a fine establishment .,big wong,Positive,2
"the porcini mushroom pasta special was tasteless , so was the seafood tagliatelle .",seafood tagliatelle,Negative,0
the food is amazing ... especially if you get the chef 's tasting menu and your favourite bottle ( or two ! ) of wine from an extensive selection of wines .,food,Positive,2
"try the crunchy tuna , it is to die for .",crunchy tuna,Positive,2
the place itself is beautiful the bar scene seems to be happening .,place,Positive,2
taxan delicious !,taxan,Positive,2
"small servings for main entree , i had salmon ( was nt impressed ) girlfriend had chicken , it was good .",servings for main entree,Negative,0
too bad the food was n't of the same heritage .,food,Negative,0
i expected quite a bit more from such an expensive menu .,menu,Negative,0
i absolutely loved this place .,place,Positive,2
i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna .,service,Positive,2
i love this place !,place,Positive,2
"the dinner was ok , nothing i would have again .",dinner,Negative,0
"a gentleman , maybe the manager , came to our table , and without so much as a smile or greeting asked for our order .",gentleman,Negative,0
"also it 's great to have dinner in a very romantic and confortable place , the service it 's just perfect ... they're so frendly that we never want to live the place !",place,Positive,2
this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time .,ambience,Positive,2
"the food is delicious - from the specials to the regular menu - fare , the dishes are never a disappointment .",regular menu - fare,Positive,2
"good spreads , great beverage selections and bagels really tasty .",spreads,Positive,2
"the dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest i 've ever had ) .",large whole shrimp,Positive,2
"went here last night - nice decor , good service , but the food was surprisingly excellent .",food,Positive,2
"but when we looked at the menu , there were n't a lot of choices , most of them were dumplings in the appetizer section .",menu,Negative,0
first it took us a long time to find the place .,place,Negative,0
the pizza was pretty good and huge .,pizza,Positive,2
the wine list is extensive and can easily hike up an otherwise reasonably priced meal .,meal,Positive,2
service was also horrible and the ambience is not that great .,ambience,Negative,0
the staff offers impeccable service .,staff,Positive,2
"volare virgins or weekly regulars , everyone gets treated the same and you ca n't ask for more than that when the service is this friendly .",service,Positive,2
consistently good japanese tapas .,japanese tapas,Positive,2
i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service .,caviar,Positive,2
this is the best shabu - shabu restaurant in the try - state area .,shabu - shabu restaurant,Positive,2
the bar is very well stocked with interesting beers and well priced wines .,wines,Positive,2
have frequented ' ino for several years and the food remains excellent .,food,Positive,2
"with the great variety on the menu , i eat here often and never get bored .",menu,Positive,2
"the fish was really , really fresh .",fish,Positive,2
the only thing more wonderful than the food ( which is exceptional ) is the service .,food,Positive,2
the tuna and wasabe potatoes are excellent .,wasabe potatoes,Positive,2
noodles with shrimp and chicken and coconut juice is the must !,noodles with shrimp and chicken and coconut juice,Positive,2
their pad penang is delicious and everything else is fantastic .,pad penang,Positive,2
the spicy tuna roll is huge and probably the best that i 've had at this price range .,spicy tuna roll,Positive,2
i have been to rao 's probably 15 times the past 3 years and it keeps getting better .,rao 's,Positive,2
the view is breathtaking the service is top notch ... the ambiance is wonderfull .,service,Positive,2
this is a fun restaurant to go to .,restaurant,Positive,2
"the pizza is delicious - they use fresh mozzarella instead of the cheap , frozen , shredded cheese common to most pizzaria 's .",pizza,Positive,2
the turkey burgers are scary !,turkey burgers,Negative,0
the server was really cool and served us our food and drinks with a smile .,server,Positive,2
"fabulous decor - makes you feel like you 're in a trendy manhattan restaurant , very very good food , cheaply - priced , generally friendly staff , and if you 're a manhattanite , or spend most of your time in manhattan , rice avenue will make you feel at home ..... very soho / village / upper west side minus the expensive prices and pretentious clientele ..... all on roosevelt avenue !",rice avenue,Positive,2
i 've never had bad service and the fish is fresh and delicious .,fish,Positive,2
the food is reliable and the price is moderate .,food,Positive,2
try the lobster teriyaki and the rose special roll .,lobster teriyaki,Positive,2
"excellent atmosphere , delicious dishes good and friendly service .",atmosphere,Positive,2
"we , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .",staff,Negative,0
the hostess is rude to the point of being offensive .,hostess,Negative,0
we had the scallops as an appetizer and they were delicious and the sauce was wonderful .,sauce,Positive,2
"small servings for main entree , i had salmon ( was nt impressed ) girlfriend had chicken , it was good .",chicken,Positive,2
"went here last night - nice decor , good service , but the food was surprisingly excellent .",decor,Positive,2
food was good not great not worth the wait or another visit,food,Neutral,1
friendly staff that actually lets you enjoy your meal and the company you 're with .,staff,Positive,2
"the portion sizes here are huge , and the sushi is good .",sushi,Positive,2
sometimes i get good food and ok service .,service,Neutral,1
"everything was wonderful ; food , drinks , staff , mileau .",mileau,Positive,2
"the dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest i 've ever had ) .",sardines with biscuits,Positive,2
i have been doing all of the above at the heartland brewery for over 5 years now and i have never been disappointed !,heartland brewery,Positive,2
"the whole set up is truly unprofessional and i wish cafe noir would get some good staff , because despite the current one this is a great place .",staff,Negative,0
decor is charming .,decor,Positive,2
"love the scene first off- the place has a character and nice light to it .. very fortunate , location wise .",scene,Positive,2
the staff there is very attentive and down to earth .,staff,Positive,2
this is a nice pizza place with good selection of thin crust pizza including the basil slice .,pizza place,Positive,2
"everything was wonderful ; food , drinks , staff , mileau .",food,Positive,2
good food .,food,Positive,2
"we love the food , drinks , and atmosphere !",food,Positive,2
my son and his girlfriend both wanted cheeseburgers and they were huge !,cheeseburgers,Neutral,1
lloovve this place .,place,Positive,2
"do n't dine at tamarind for the vegetarian dishes , they are simply not up to par with the non - veg selections .",non - veg selections,Positive,2
the jukebox plays everything from italian opera to the strokes .,jukebox,Positive,2
the all - u - can - eat sushi is definitely in very poor quality .,all - u - can - eat sushi,Negative,0
"the crust is thin , the ingredients are fresh and the staff is friendly .",staff,Positive,2
the owner truly caters to all your needs .,owner,Positive,2
this quaint and romantic trattoria is at the top of my manhattan restaurant list .,trattoria,Positive,2
"the signs , the specials menus , food , and even all the waitstaff are all totally japanese .",food,Positive,2
"while the ambiance and atmosphere were great , the food and service could have been a lot better .",atmosphere,Positive,2
"just because it 's cheap does not mean the portions are small or the food is nasty , it is great !",food,Positive,2
"the food is outstanding and the service is quick , friendly and very professional .",food,Positive,2
service was good and food is wonderful .,food,Positive,2
this is the kind of place you 'd like to take all your friends to and still keep a secret .,place,Positive,2
not enough wines by the glass either .,wines by the glass,Negative,0
wait staff is blantently unappreciative of your business but its the best pie on the uws !,pie,Positive,2
a restaurant that does n't try to do anything except serve great food with great service in a pleasant atmosphere .,atmosphere,Positive,2
this is a nice pizza place with good selection of thin crust pizza including the basil slice .,selection of thin crust pizza,Positive,2
"the food is yummy , especially their cooked - to - perfection mussels in spicy tomato sauce and their shoestring crispy fries .",mussels in spicy tomato sauce,Positive,2
"looking around , i saw a room full of new yorkers enjoying a real meal in a real restaurant , not a clubhouse of the fabulous trying to be seen .",meal,Positive,2
"while their kitchen food is delicious , their sushi is out of this world .",kitchen food,Positive,2
"i got the $ 10 10-piece dim sum combo , every bite of which was great .",$ 10 10-piece dim sum combo,Positive,2
"service is friendly , and never had a problem walking in and getting a table .",service,Positive,2
"excellent atmosphere , delicious dishes good and friendly service .",dishes,Positive,2
"the large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .",tramezzinis,Positive,2
"the anti - pasta was excellent , especially the calamari , as were the filling pasta mains .",pasta mains,Positive,2
"average to good thai food , but terrible delivery .",thai food,Positive,2
i had a huge pastrami sandwich on a roll .,pastrami sandwich on a roll,Neutral,1
"leon is an east village gem : casual but hip , with well prepared basic french bistro fare , good specials , a warm and lively atmosphere .",leon,Positive,2
"calling the place hampton chutney co. does warn you that these folks offer more style than substance , but in this unattractive room with unhelpful clerks there was a dearth of the former too .",clerks,Negative,0
my boyfriend had prime rib it was good .,prime rib,Positive,2
thank you emilio .,emilio,Positive,2
i really recommend the very simple unda ( egg ) rolls .,unda ( egg ) rolls,Positive,2
"nice atmosphere , the service was very pleasant and the desert was good .",atmosphere,Positive,2
this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time .,staff,Positive,2
"the view is spectacular , and the food is great .",view,Positive,2
"great service , great food .",service,Positive,2
great pizza and fantastic service .,service,Positive,2
the food was actually aweful .,food,Negative,0
the food is decent .,food,Neutral,1
the food is great and they have a good selecion of wines at reasonable prices .,food,Positive,2
"seating is always prompt , though the restaurant does fill up in the evening .",seating,Positive,2
"cute place , nice wait staff but would never go there again .",place,Positive,2
"ambience is so cute and quaint , good for business although we were there on vacation .",ambience,Positive,2
"the place is small and intimate and you may feel a little crowded , but the service is excellent and it 's great for friends out , a romantic date , or a special occassion .",place,Negative,0
a restaurant that does n't try to do anything except serve great food with great service in a pleasant atmosphere .,service,Positive,2
the lobster sandwich is $ 24 and although it was good it was not nearly enough to warrant that price .,lobster sandwich,Positive,2
the service is good and the resturant is clean .,service,Positive,2
"everything was wonderful ; food , drinks , staff , mileau .",staff,Positive,2
"this place is pricey , and yes , the food is worth it ; but the service makes you feel like you should be paying a quater of the price .",service,Negative,0
"also , specify if you like your food spicy- its rather bland if you do n't .",food,Negative,0
chow fun was dry ; pork shu mai was more than usually greasy and had to share a table with loud and rude family .,pork shu mai,Negative,0
"best of all is the warm vibe , the owner is super friendly and service is fast .",owner,Positive,2
"although the tables may be closely situated , the candle - light , food -quality and service overcompensate .",food,Positive,2
someone else recommended the dessert - we also left that .,dessert,Negative,0
"when we stumbled on leon , we thought that we had found quite the gem but , we were certainly wrong .",leon,Negative,0
"the blond wood decor is very soothing , the premium sake is excellent and the service is great .",premium sake,Positive,2
worth visiting the 1st ave spot because it is the original store .,1st ave spot,Positive,2
"even if the food was n't this good , the garden is a great place to sit outside and relax .",garden,Positive,2
"toons has recently been redone , so it 's now a very attractive space .",toons,Positive,2
you ca n't go wrong with this place .,place,Positive,2
"pizza is terrific , as is homemade pasta .",pizza,Positive,2
"we are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",assorted sashimi,Positive,2
"i have reservations about the all you can eat deal , however -- the choices are fairly limited and you can probably order more food than you can eat for less than $ 18 by just going off the menu .",all you can eat deal,Negative,0
warm and friendly in the winter and terrific outdoor seating in the warmer months .,outdoor seating,Positive,2
they have a huge selection of different cream cheeses and all of their salads are great .,cream cheeses,Positive,2
"this is a great place to take out - of - towners , and perfect for watching the sunset .",place,Positive,2
all the staff is absolutely professional ! !,staff,Positive,2
it 's definately not a place to go if you want to impress someone .,place,Negative,0
"great service , great food .",food,Positive,2
"it may be a bit packed on weekends , but the vibe is good and it is the best french food you will find in the area .",french food,Positive,2
this is a wonderful place on all stand points especially value ofr money .,place,Positive,2
the view is breathtaking the service is top notch ... the ambiance is wonderfull .,ambiance,Positive,2
i 've lived in ny for 5 years and this place has it all .,place,Positive,2
a great place to meet up for some food and drinks ...,place,Positive,2
"eating in , the atmosphere saves it , but at your desk , it 's a very disappointing experience .",atmosphere,Positive,2
"while the ambiance and atmosphere were great , the food and service could have been a lot better .",food,Negative,0
"stick with the chicken , beef , and lamb dishes .",chicken,Positive,2
the portions are small but being that the food was so good makes up for that .,food,Positive,2
wait staff is blantently unappreciative of your business but its the best pie on the uws !,wait staff,Negative,0
we love th pink pony .,pink pony,Positive,2
i ordered the smoked salmon and roe appetizer and it was off flavor .,smoked salmon and roe appetizer,Negative,0
who has room for cheesesticks with the best pizza in nyc !,pizza,Positive,2
i recieved prompt service with a smile .,service,Positive,2
"as a japanese native , i 've lived in the tristate area for over 8 years , but i was just so amazed at this place .",place,Positive,2
"the wait here is long for dim sum , but if you do n't like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for chinatown ) alternative .",wait,Negative,0
"also , the sandwiches ( nearing $ 7 ) did n't come with anything like chips or a side .",sandwiches,Negative,0
"the entree was bland and small , dessert was not inspired .",entree,Negative,0
the restaurant is cute but not upscale .,restaurant,Neutral,1
chow fun was dry ; pork shu mai was more than usually greasy and had to share a table with loud and rude family .,chow fun,Negative,0
we even had a visit from the manager who wanted to make sure we were enjoying ourselves .,manager,Positive,2
we ate at this thai place following the reviews but very unhappy with the foods .,foods,Negative,0
the place is so cool and the service is prompt and curtious .,service,Positive,2
"not sure where the previous reviewer , lonk , dined , but saul is in a great neighborhood and has great food !",neighborhood,Positive,2
"furthermore , the rice had no seasoning , so the sushi was bland and disgusting .",sushi,Negative,0
"everything is always cooked to perfection , the service is excellent , the decor cool and understated .",service,Positive,2
"everything was wonderful ; food , drinks , staff , mileau .",drinks,Positive,2
he offers subpar service and has no personality .,service,Negative,0
the cream cheeses are out of this world and i love that coffee ! !,coffee,Positive,2
"just because it 's cheap does not mean the portions are small or the food is nasty , it is great !",portions,Positive,2
never have i had such dramatic delivery guys ( a lot of huffing and panting and muttering under breath b / c i live in a walkup ) who always seem disappointed with their tips .,delivery guys,Negative,0
"the last two times i ordered from here my food was soo spicy that   i could barely eat it , and the spice took away from the flavor of the dish .",food,Negative,0
"the restaurant has a family feel , not least with regard to the portions which are enormous ; the veal alone could have single - handedly solved third world famine .",veal,Positive,2
"rude service , medicore food ... there are tons of restaurants in ny ... stay away from this one",service,Negative,0
"a cool bar with great food , and tons of excellent beer .",bar,Positive,2
we waited at the bar and had martinis that were just right .,martinis,Positive,2
get the pepperoni - yum - and a family style salad .,family style salad,Positive,2
"the portions are huge , so it might be good to order three things to split ( rather than one appetizer and entree per person ) for two people .",portions,Neutral,1
the prices were cheap compared to the quality of service and food .,food,Positive,2
"try the pad thai , or sample anything on the appetizer menu ... they're all delicious .",pad thai,Positive,2
"the crust is thin , the ingredients are fresh and the staff is friendly .",crust,Positive,2
"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if i must recommend a dish it must be the pumkin tortelini .",beers,Positive,2
"everything is always cooked to perfection , the service is excellent , the decor cool and understated .",decor,Positive,2
zero ambiance to boot .,ambiance,Negative,0
"it 's boring on the inside , and our sushi was pretty below average ... the tuna was soggy and the other rolls had no flavor .",sushi,Negative,0
"the restaurant has a family feel , not least with regard to the portions which are enormous ; the veal alone could have single - handedly solved third world famine .",restaurant,Positive,2
their tuna tartar appetizer is to die for .,tuna tartar appetizer,Positive,2
"seriously , this place kicks ass .",place,Positive,2
the hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed .,tuna,Negative,0
"not only is the cuisine the best around , the service has always been attentive and charming .",cuisine,Positive,2
the waitress was very patient with us and the food is phenomenal !,waitress,Positive,2
"the food is yummy , especially their cooked - to - perfection mussels in spicy tomato sauce and their shoestring crispy fries .",fries,Positive,2
"good music , great food , speedy service affordable prices .",service,Positive,2
the combination of super - fresh ingredients in the dishes are unusual but really delicious .,ingredients,Positive,2
the sangria was pretty tasty and good on a hot muggy day .,sangria,Positive,2
thius is a must for anyone who loves shabu - shabu .,shabu - shabu,Positive,2
make sure you try this place as often as you can .,place,Positive,2
people are always friendly .,people,Positive,2
"the portion sizes here are huge , and the sushi is good .",portion sizes,Positive,2
yakitori ( bbq meats ) is tasty too .,yakitori ( bbq meats ),Positive,2
the brioche and lollies as party favors is a cute and sweet touch to a most memorable meal .,brioche and lollies,Positive,2
always good drinks and service is pretty good ;,drinks,Positive,2
